=== RUN   TestGetSafeCodePreamble
0;0;19;81
81;0;4;77
77;0;77;0
0;1;305;5
5;1;56;61
61;0;58;3
3;0;3;0
0;1;95;95
95;1;5;0
0;1;164;64
64;0;40;24
24;0;860;64
64;1;36;0
0;1;45;45
45;1;76;21
21;1;8;29
29;1;44;73
73;0;73;0
0;1;66;66
66;1;18;84
84;0;40;44
44;0;529;15
15;1;68;83
83;0;183;0
0;1;36;36
36;0;96;40
40;0;47;93
93;1;97;90
90;0;80;10
10;1;890;0
0;1;96;96
96;1;4;0
0;1;5;5
5;1;64;69
69;0;72;97
97;0;97;0
0;0;93;7
7;0;286;21
21;0;9;12
12;1;88;0
0;1;78;78
78;0;878;0
0;1;32;32
32;1;93;25
25;1;175;0
0;1;76;76
76;0;13;63
63;0;63;0
0;1;780;80
80;0;43;37
37;1;827;64
64;1;84;48
48;1;71;19
19;1;83;2
2;1;80;82
82;0;668;14
14;0;872;42
42;0;742;0
0;0;79;21
21;1;89;10
10;1;62;72
72;1;828;0
0;1;712;12
12;1;88;0
0;0;98;2
2;1;198;0
0;1;148;48
48;1;49;97
97;0;1;96
96;1;4;0
0;1;412;12
12;0;15;97
97;1;40;37
37;0;28;9
9;0;509;0
0;0;16;84
84;0;784;0
0;0;64;36
36;1;64;0
0;1;8;8
8;0;618;90
90;0;90;0
0;0;815;85
85;1;15;0
0;1;40;40
40;1;29;69
69;1;35;4
4;1;596;0
0;1;76;76
76;1;73;49
49;0;49;0
0;0;96;4
4;1;96;0
0;1;25;25
25;0;725;0
0;0;17;83
83;0;83;0
0;0;25;75
75;0;75;0
0;0;68;32
32;0;81;51
51;0;14;37
37;1;938;75
75;0;913;62
62;0;62;0
0;0;20;80
80;1;20;0
0;0;385;15
15;0;92;23
23;0;12;11
11;0;53;58
58;0;958;0
0;0;23;77
77;0;77;0
0;0;81;19
19;0;80;39
39;0;739;0
0;1;81;81
81;1;719;0
0;1;71;71
71;0;86;85
85;1;260;45
45;0;45;0
0;0;87;13
13;0;90;23
23;0;8;15
15;0;68;47
47;1;53;0
0;1;82;82
82;0;18;64
64;0;64;0
0;0;93;7
7;0;12;95
95;1;44;39
39;1;58;97
97;0;59;38
38;1;28;66
66;1;34;0
0;1;181;81
81;0;77;4
4;0;4;0
0;0;402;98
98;1;2;0
0;1;57;57
57;1;43;0
0;1;141;41
41;1;159;0
0;1;476;76
76;0;828;48
48;1;71;19
19;1;49;68
68;0;68;0
0;1;846;46
46;1;54;0
0;1;505;5
5;0;94;11
11;0;11;0
0;0;49;51
51;0;98;53
53;0;79;74
74;0;76;98
98;1;2;0
0;1;52;52
52;0;10;42
42;0;13;29
29;0;30;99
99;1;50;49
49;1;51;0
0;0;44;56
56;0;484;72
72;0;72;0
0;1;850;50
50;0;804;46
46;0;625;21
21;0;21;0
0;0;84;16
16;1;78;94
94;0;2;92
92;1;35;27
27;1;97;24
24;0;36;88
88;1;74;62
62;0;913;49
49;0;25;24
24;1;76;0
0;1;560;60
60;0;76;84
84;0;384;0
0;0;14;86
86;1;28;14
14;0;6;8
8;1;892;0
0;1;651;51
51;0;895;56
56;1;244;0
0;1;48;48
48;1;34;82
82;1;55;37
37;0;37;0
0;1;91;91
91;0;68;23
23;1;53;76
76;1;24;0
0;1;43;43
43;0;84;59
59;1;41;0
0;0;35;65
65;0;635;30
30;0;30;0
0;1;63;63
63;1;67;30
30;1;74;4
4;1;65;69
69;1;59;28
28;0;88;40
40;1;68;8
8;0;83;25
25;0;625;0
0;1;72;72
72;1;62;34
34;1;36;70
70;1;30;0
0;0;34;66
66;1;79;45
45;1;21;66
66;1;34;0
0;1;74;74
74;1;48;22
22;1;21;43
43;0;43;0
0;0;41;59
59;1;67;26
26;1;5;31
31;0;31;0
0;1;29;29
29;0;27;2
2;1;275;77
77;1;23;0
0;1;1;1
1;1;8;9
9;0;8;1
1;0;67;34
34;1;71;5
5;1;86;91
91;1;928;19
19;1;73;92
92;1;80;72
72;0;41;31
31;1;5;36
36;0;982;54
54;0;50;4
4;1;295;99
99;0;99;0
0;0;33;67
67;1;5;72
72;1;29;1
1;1;56;57
57;0;62;95
95;1;281;76
76;1;61;37
37;0;36;1
1;1;68;69
69;1;889;58
58;0;21;37
37;1;29;66
66;0;57;9
9;0;291;18
18;0;18;0
0;0;9;91
91;0;73;18
18;0;99;19
19;0;75;44
44;0;856;88
88;1;907;95
95;0;56;39
39;1;66;5
5;1;95;0
0;1;45;45
45;1;54;99
99;0;99;0
0;0;45;55
55;1;21;76
76;0;25;51
51;1;57;8
8;0;76;32
32;1;68;0
0;1;36;36
36;0;36;0
0;0;6;94
94;1;6;0
0;1;8;8
8;1;40;48
48;1;2;50
50;0;71;79
79;0;68;11
11;0;27;84
84;1;315;99
99;1;82;81
81;1;19;0
0;1;79;79
79;1;55;34
34;1;16;50
50;1;81;31
31;0;64;67
67;1;33;0
0;1;32;32
32;1;70;2
2;0;2;0
0;1;93;93
93;1;93;86
86;1;80;66
66;0;5;61
61;1;11;72
72;0;445;27
27;1;373;0
0;1;34;34
34;0;39;95
95;1;5;0
0;0;48;52
52;0;14;38
38;1;62;0
0;0;54;46
46;1;58;4
4;1;356;60
60;1;39;99
99;1;19;18
18;1;82;0
0;1;453;53
53;0;53;0
0;1;895;95
95;0;295;0
0;1;6;6
6;0;106;0
0;0;22;78
78;0;10;68
68;1;32;0
0;1;249;49
49;0;40;9
9;1;38;47
47;1;65;12
12;1;88;0
0;0;68;32
32;0;87;45
45;1;555;0
0;0;12;88
88;1;39;27
27;1;29;56
56;1;15;71
71;0;271;0
0;1;3;3
3;0;15;88
88;1;696;84
84;1;55;39
39;0;927;12
12;0;69;43
43;0;343;0
0;0;3;97
97;1;59;56
56;1;84;40
40;1;21;61
61;0;61;0
0;0;1;99
99;1;58;57
57;0;583;74
74;0;75;99
99;1;53;52
52;1;48;0
0;0;780;20
20;0;20;0
0;0;26;74
74;1;476;50
50;1;75;25
25;1;875;0
0;1;81;81
81;1;77;58
58;1;891;49
49;0;90;59
59;0;59;0
0;1;17;17
17;1;146;63
63;1;920;83
83;0;83;0
0;0;98;2
2;1;98;0
0;0;793;7
7;0;7;0
0;0;87;13
13;1;87;0
0;0;72;28
28;1;4;32
32;0;58;74
74;1;83;57
57;0;45;12
12;0;93;19
19;0;19;0
0;0;53;47
47;1;353;0
0;0;83;17
17;0;17;0
0;1;43;43
43;1;820;63
63;0;63;0
0;0;307;93
93;1;7;0
0;1;58;58
58;1;42;0
0;1;53;53
53;1;96;49
49;0;96;53
53;1;26;79
79;0;54;25
25;1;729;54
54;1;82;36
36;1;53;89
89;0;83;6
6;0;83;23
23;1;424;47
47;1;46;93
93;1;7;0
0;0;33;67
67;0;433;34
34;1;51;85
85;0;81;4
4;1;570;74
74;1;7;81
81;1;87;68
68;1;885;53
53;1;649;2
2;1;906;8
8;0;81;27
27;1;887;14
14;0;61;53
53;1;47;0
0;1;35;35
35;0;701;34
34;0;34;0
0;0;37;63
63;1;37;0
0;1;95;95
95;1;4;99
99;1;98;97
97;1;63;60
60;0;60;0
0;1;207;7
7;0;42;65
65;0;11;54
54;1;25;79
79;0;62;17
17;0;802;15
15;1;47;62
62;0;43;19
19;1;81;0
0;0;88;12
12;0;84;28
28;0;687;41
41;0;41;0
0;0;212;88
88;0;88;0
0;0;747;53
53;0;563;90
90;0;90;0
0;1;568;68
68;1;7;75
75;0;56;19
19;1;32;51
51;1;12;63
63;0;21;42
42;0;42;0
0;1;13;13
13;0;113;0
0;1;62;62
62;0;62;0
0;0;59;41
41;1;43;84
84;0;1;83
83;0;65;18
18;0;18;0
0;1;16;16
16;1;57;73
73;1;236;9
9;1;91;0
0;1;37;37
37;1;304;41
41;1;13;54
54;1;569;23
23;1;77;0
0;0;50;50
50;1;88;38
38;1;62;0
0;1;821;21
21;1;10;31
31;1;527;58
58;1;776;34
34;1;588;22
22;0;21;1
1;1;99;0
0;0;49;51
51;1;20;71
71;0;826;45
45;1;64;9
9;1;293;2
2;1;98;0
0;1;25;25
25;0;27;98
98;0;78;20
20;0;20;0
0;0;97;3
3;1;97;0
0;0;41;59
59;0;459;0
0;1;595;95
95;1;55;50
50;0;1;49
49;1;25;74
74;0;74;0
0;1;63;63
63;1;61;24
24;0;13;11
11;1;98;9
9;0;22;87
87;0;187;0
0;1;24;24
24;0;65;59
59;0;52;7
7;0;93;14
14;0;65;49
49;1;95;44
44;1;11;55
55;0;55;0
0;1;39;39
39;0;39;0
0;1;9;9
9;1;59;68
68;1;32;0
0;1;772;72
72;1;34;6
6;0;6;0
0;0;78;22
22;1;78;0
0;1;77;77
77;1;47;24
24;0;34;90
90;0;197;93
93;0;493;0
0;0;2;98
98;0;224;74
74;1;80;54
54;1;33;87
87;0;80;7
7;0;22;85
85;0;30;55
55;1;913;68
68;1;58;26
26;0;680;46
46;1;54;0
0;0;90;10
10;1;32;42
42;1;43;85
85;0;86;99
99;1;1;0
0;0;1;99
99;0;219;80
80;0;87;93
93;0;73;20
20;1;92;12
12;1;24;36
36;1;64;0
0;0;74;26
26;0;30;96
96;1;710;6
6;1;474;80
80;1;20;0
0;0;68;32
32;0;78;54
54;0;154;0
0;0;33;67
67;1;33;0
0;0;972;28
28;1;72;0
0;1;62;62
62;1;138;0
0;1;409;9
9;1;35;44
44;0;44;0
0;0;350;50
50;1;50;0
0;1;659;59
59;1;46;5
5;1;19;24
24;0;514;10
10;1;92;2
2;1;87;89
89;0;82;7
7;0;2;5
5;0;284;21
21;1;28;49
49;0;49;0
0;1;294;94
94;0;35;59
59;0;59;0
0;0;44;56
56;0;99;57
57;1;77;34
34;1;57;91
91;0;57;34
34;0;58;76
76;1;24;0
0;1;5;5
5;0;5;0
0;1;90;90
90;0;90;0
0;1;32;32
32;1;88;20
20;0;354;66
66;0;36;30
30;0;631;99
99;1;24;23
23;0;21;2
2;0;11;91
91;1;9;0
0;0;417;83
83;0;12;71
71;0;609;62
62;0;62;0
0;1;589;89
89;1;7;96
96;1;13;9
9;0;47;62
62;0;46;16
16;1;32;48
48;0;48;0
0;0;59;41
41;1;67;8
8;0;54;54
54;0;177;77
77;0;61;16
16;1;99;15
15;0;81;34
34;0;44;90
90;0;90;0
0;1;746;46
46;0;644;2
2;0;648;54
54;0;41;13
13;0;13;0
0;1;21;21
21;0;84;37
37;0;37;0
0;1;11;11
11;1;589;0
0;1;313;13
13;0;13;0
0;0;8;92
92;1;983;75
75;0;875;0
0;1;20;20
20;0;19;1
1;0;1;0
0;1;631;31
31;0;31;0
0;1;39;39
39;0;21;18
18;1;58;76
76;1;49;25
25;0;6;19
19;0;25;94
94;0;857;37
37;1;63;0
0;1;36;36
36;1;45;81
81;1;19;0
0;1;468;68
68;1;80;48
48;1;510;58
58;1;10;68
68;1;86;54
54;1;26;80
80;1;90;70
70;1;54;24
24;0;140;84
84;0;32;52
52;0;2;50
50;1;50;0
0;1;98;98
98;1;24;22
22;0;85;37
37;0;62;75
75;0;75;0
0;0;22;78
78;1;1;79
79;1;921;0
0;1;94;94
94;1;68;62
62;1;88;50
50;1;588;38
38;1;18;56
56;0;477;79
79;1;63;42
42;1;44;86
86;0;86;0
0;1;90;90
90;0;90;0
0;1;330;30
30;1;670;0
0;0;11;89
89;0;89;0
0;0;18;82
82;0;19;63
63;1;16;79
79;1;21;0
0;0;50;50
50;0;705;45
45;0;45;0
0;0;21;79
79;1;621;0
0;1;29;29
29;0;55;74
74;1;53;27
27;0;85;42
42;1;6;48
48;1;48;96
96;0;46;50
50;1;50;0
0;0;98;2
2;0;877;25
25;1;75;0
0;0;51;49
49;1;48;97
97;0;33;64
64;1;99;63
63;0;6;57
57;1;16;73
73;0;12;61
61;0;61;0
0;1;773;73
73;0;15;58
58;1;261;19
19;0;81;38
38;0;43;95
95;1;23;18
18;0;318;0
0;1;57;57
57;0;57;0
0;1;36;36
36;1;48;84
84;1;81;65
65;1;385;50
50;1;50;0
0;1;363;63
63;0;22;41
41;1;2;43
43;0;13;30
30;0;16;14
14;0;52;62
62;0;62;0
0;0;58;42
42;1;58;0
0;1;54;54
54;1;3;57
57;1;95;52
52;0;83;69
69;1;29;98
98;0;102;96
96;0;85;11
11;1;28;39
39;0;670;69
69;1;40;9
9;1;91;0
0;0;28;72
72;0;88;84
84;0;92;92
92;0;15;77
77;0;72;5
5;0;852;53
53;0;31;22
22;0;22;0
0;1;36;36
36;0;36;0
0;1;61;61
61;1;39;0
0;0;21;79
79;0;579;0
0;0;7;93
93;1;135;28
28;0;54;74
74;1;73;47
47;1;53;0
0;0;331;69
69;0;1;68
68;1;241;9
9;1;14;23
23;1;55;78
78;0;66;12
12;0;812;0
0;0;19;81
81;0;94;87
87;1;389;76
76;0;20;56
56;1;44;0
0;1;847;47
47;1;91;38
38;0;38;0
0;1;81;81
81;1;19;0
0;0;35;65
65;0;89;76
76;0;3;73
73;1;27;0
0;1;79;79
79;1;21;0
0;0;39;61
61;1;73;34
34;0;34;0
0;0;47;53
53;0;499;54
54;1;397;51
51;1;649;0
0;1;42;42
42;1;60;2
2;1;23;25
25;0;62;63
63;1;18;81
81;1;519;0
0;1;25;25
25;0;25;0
0;1;51;51
51;1;98;49
49;1;151;0
0;1;72;72
72;1;7;79
79;0;79;0
0;0;30;70
70;1;79;49
49;1;41;90
90;1;779;69
69;0;69;0
0;0;9;91
91;0;64;27
27;1;73;0
0;0;74;26
26;0;391;35
35;0;35;0
0;1;34;34
34;1;90;24
24;1;76;0
0;0;17;83
83;0;52;31
31;1;24;55
55;1;97;52
52;1;48;0
0;0;28;72
72;0;20;52
52;1;910;62
62;1;538;0
0;0;36;64
64;0;27;37
37;0;19;18
18;0;405;13
13;1;19;32
32;1;3;35
35;0;35;0
0;0;12;88
88;1;238;26
26;0;26;0
0;1;95;95
95;0;595;0
0;0;70;30
30;0;30;0
0;1;34;34
34;1;34;68
68;1;99;67
67;0;67;0
0;1;15;15
15;0;898;17
17;0;961;56
56;1;44;0
0;0;29;71
71;0;21;50
50;0;50;0
0;0;45;55
55;0;4;51
51;1;77;28
28;0;24;4
4;1;86;90
90;0;590;0
0;1;562;62
62;0;17;45
45;1;255;0
0;0;698;2
2;0;865;37
37;1;47;84
84;0;95;89
89;0;89;0
0;0;78;22
22;1;57;79
79;1;21;0
0;1;74;74
74;0;974;0
0;0;36;64
64;0;13;51
51;1;149;0
0;1;82;82
82;0;30;52
52;0;80;72
72;1;35;7
7;1;97;4
4;0;11;93
93;1;55;48
48;1;2;50
50;1;98;48
48;0;48;0
0;0;16;84
84;1;16;0
0;1;36;36
36;0;222;14
14;1;74;88
88;1;66;54
54;0;54;0
0;1;373;73
73;0;373;0
0;0;88;12
12;0;62;50
50;1;50;0
0;1;68;68
68;0;39;29
29;1;471;0
0;1;241;41
41;1;3;44
44;1;56;0
0;0;122;78
78;0;176;2
2;0;63;39
39;1;140;79
79;1;77;56
56;0;56;0
0;0;39;61
61;0;61;0
0;0;27;73
73;0;76;97
97;0;97;0
0;1;70;70
70;1;74;44
44;1;52;96
96;0;74;22
22;0;46;76
76;1;24;0
0;0;85;15
15;1;693;8
8;0;58;50
50;1;86;36
36;1;64;0
0;0;714;86
86;0;35;51
51;1;749;0
0;1;38;38
38;1;6;44
44;1;73;17
17;0;19;98
98;0;98;0
0;1;10;10
10;0;10;0
0;0;41;59
59;0;97;62
62;1;38;0
0;1;80;80
80;0;782;98
98;0;74;24
24;1;276;0
0;0;76;24
24;1;34;58
58;1;30;88
88;1;61;49
49;1;861;10
10;0;10;0
0;1;6;6
6;1;84;90
90;1;10;0
0;0;436;64
64;0;64;0
0;0;27;73
73;0;30;43
43;0;47;96
96;0;96;0
0;1;471;71
71;1;72;43
43;0;91;52
52;1;99;51
51;1;27;78
78;1;22;0
0;0;2;98
98;0;98;0
0;1;1;1
1;0;1;0
0;1;78;78
78;0;78;0
0;0;520;80
80;0;80;0
0;0;12;88
88;1;112;0
0;0;57;43
43;1;67;10
10;0;24;86
86;0;26;60
60;0;58;2
2;1;3;5
5;0;85;20
20;0;220;0
0;0;77;23
23;0;51;72
72;1;90;62
62;1;3;65
65;1;635;0
0;0;42;58
58;1;85;43
43;1;557;0
0;0;22;78
78;1;81;59
59;0;59;0
0;1;546;46
46;1;56;2
2;0;9;93
93;1;7;0
0;1;68;68
68;1;403;71
71;1;97;68
68;0;30;38
38;1;62;0
0;1;61;61
61;1;61;22
22;0;58;64
64;1;29;93
93;0;96;97
97;1;45;42
42;1;603;45
45;0;45;0
0;1;56;56
56;0;12;44
44;1;656;0
0;0;3;97
97;1;988;85
85;1;665;50
50;0;36;14
14;1;122;36
36;0;349;87
87;1;13;0
0;1;44;44
44;0;12;32
32;1;39;71
71;1;29;0
0;0;52;48
48;0;48;0
0;1;89;89
89;1;70;59
59;0;59;0
0;1;97;97
97;0;93;4
4;1;96;0
0;1;43;43
43;0;43;0
0;1;63;63
63;0;63;0
0;1;838;38
38;0;99;39
39;1;61;0
0;1;314;14
14;1;60;74
74;0;878;96
96;1;93;89
89;1;22;11
11;0;11;0
0;1;43;43
43;0;364;79
79;0;750;29
29;0;774;55
55;0;99;56
56;0;91;65
65;0;342;23
23;0;95;28
28;0;171;57
57;0;816;41
41;0;54;87
87;1;13;0
0;1;95;95
95;0;795;0
0;0;2;98
98;1;16;14
14;1;927;41
41;1;83;24
24;0;524;0
0;0;57;43
43;0;43;0
0;1;57;57
57;1;479;36
36;1;148;84
84;0;32;52
52;1;48;0
0;0;57;43
43;0;43;0
0;1;51;51
51;1;179;30
30;1;270;0
0;1;82;82
82;1;18;0
0;0;80;20
20;1;29;49
49;0;49;0
0;0;91;9
9;0;9;0
0;1;83;83
83;1;51;34
34;1;66;0
0;0;95;5
5;0;24;81
81;1;15;96
96;0;61;35
35;0;35;0
0;1;75;75
75;1;65;40
40;1;760;0
0;0;78;22
22;0;22;0
0;0;1;99
99;1;701;0
0;1;57;57
57;1;43;0
0;1;318;18
18;0;99;19
19;1;3;22
22;0;22;0
0;1;91;91
91;0;91;0
0;1;5;5
5;0;58;47
47;0;347;0
0;0;837;63
63;0;72;91
91;0;91;0
0;1;11;11
11;0;11;0
0;0;90;10
10;0;37;73
73;0;73;0
0;0;25;75
75;0;3;72
72;1;80;52
52;0;95;57
57;0;92;65
65;0;65;0
0;0;1;99
99;1;139;38
38;0;69;69
69;0;69;0
0;0;67;33
33;1;20;53
53;0;53;0
0;1;759;59
59;1;41;0
0;0;92;8
8;1;1;9
9;0;9;0
0;0;55;45
45;1;70;15
15;0;56;59
59;1;47;6
6;1;694;0
0;0;37;63
63;1;477;40
40;0;40;0
0;0;55;45
45;1;355;0
0;1;84;84
84;1;31;15
15;0;291;24
24;1;21;45
45;0;45;0
0;0;583;17
17;1;83;0
0;1;554;54
54;0;74;80
80;0;80;0
0;1;92;92
92;0;83;9
9;1;1;10
10;1;98;8
8;0;26;82
82;0;77;5
5;0;5;0
0;0;91;9
9;0;9;0
0;0;19;81
81;0;9;72
72;0;72;0
0;0;1;99
99;0;62;37
37;1;99;36
36;0;17;19
19;1;81;0
0;1;40;40
40;1;81;21
21;0;21;0
0;1;87;87
87;1;829;16
16;0;1;15
15;1;83;98
98;0;98;0
0;1;531;31
31;1;28;59
59;0;19;40
40;0;81;59
59;1;41;0
0;0;98;2
2;1;65;67
67;1;19;86
86;1;90;76
76;1;24;0
0;1;97;97
97;1;8;5
5;1;8;13
13;1;87;0
0;0;22;78
78;0;78;0
0;0;64;36
36;1;21;57
57;1;43;0
0;1;820;20
20;0;52;68
68;0;32;36
36;0;11;25
25;1;5;30
30;0;9;21
21;0;9;12
12;1;80;92
92;0;2;90
90;0;90;0
0;1;50;50
50;1;74;24
24;0;19;5
5;0;318;87
87;0;87;0
0;1;99;99
99;1;67;66
66;0;66;0
0;1;610;10
10;0;510;0
0;0;77;23
23;0;23;0
0;0;15;85
85;1;515;0
0;1;63;63
63;0;63;0
0;1;71;71
71;1;24;95
95;1;984;79
79;0;79;0
0;0;73;27
27;0;11;16
16;0;16;0
0;0;11;89
89;0;89;0
0;1;81;81
81;0;81;0
0;0;31;69
69;0;14;55
55;0;36;19
19;0;428;91
91;1;480;71
71;0;20;51
51;1;92;43
43;1;57;0
0;1;85;85
85;1;55;40
40;1;60;0
0;0;55;45
45;0;45;0
0;0;41;59
59;0;37;22
22;0;55;67
67;1;62;29
29;1;71;0
0;1;13;13
13;0;413;0
0;1;570;70
70;0;70;0
0;0;47;53
53;0;78;75
75;0;75;0
0;0;87;13
13;1;39;52
52;1;48;0
0;1;608;8
8;0;8;0
0;1;49;49
49;0;57;92
92;0;160;32
32;0;65;67
67;1;14;81
81;1;28;9
9;0;9;0
0;0;89;11
11;0;84;27
27;0;27;0
0;0;60;40
40;1;25;65
65;1;123;88
88;0;88;0
0;1;33;33
33;1;67;0
0;0;32;68
68;0;293;75
75;1;215;90
90;1;82;72
72;1;35;7
7;0;7;0
0;1;39;39
39;0;39;0
0;1;51;51
51;0;51;0
0;1;9;9
9;0;9;0
0;1;660;60
60;1;40;0
0;1;164;64
64;0;64;0
0;1;88;88
88;1;12;0
0;1;292;92
92;0;92;0
0;1;22;22
22;1;9;31
31;0;571;60
60;0;960;0
0;1;88;88
88;0;87;1
1;1;99;0
0;1;81;81
81;0;81;0
0;0;5;95
95;0;55;40
40;0;3;37
37;1;63;0
0;1;1;1
1;1;29;30
30;1;574;4
4;0;4;0
0;0;67;33
33;1;167;0
0;1;255;55
55;0;55;0
0;0;5;95
95;0;71;24
24;1;76;0
0;1;70;70
70;1;37;7
7;1;28;35
35;1;65;0
0;0;68;32
32;0;26;6
6;0;529;77
77;1;676;53
53;1;31;84
84;0;14;70
70;0;70;0
0;1;2;2
2;1;98;0
0;0;54;46
46;1;81;27
27;1;37;64
64;1;398;62
62;0;62;0
0;1;45;45
45;1;555;0
0;0;39;61
61;0;961;0
0;0;48;52
52;1;48;0
0;1;23;23
23;1;77;0
0;1;52;52
52;1;73;25
25;1;75;0
0;0;67;33
33;0;84;49
49;1;51;0
0;0;44;56
56;1;32;88
88;0;88;0
0;0;312;88
88;1;58;46
46;1;44;90
90;0;52;38
38;0;32;6
6;0;6;0
0;1;163;63
63;0;157;6
6;1;94;0
0;1;69;69
69;0;80;89
89;0;89;0
0;0;85;15
15;1;80;95
95;1;5;0
0;1;22;22
22;0;922;0
0;1;46;46
46;1;276;22
22;0;83;39
39;1;461;0
0;0;17;83
83;0;83;0
0;1;54;54
54;0;62;92
92;1;91;83
83;1;17;0
0;1;49;49
49;1;272;21
21;1;4;25
25;0;25;0
0;1;17;17
17;1;83;0
0;0;76;24
24;1;692;16
16;0;63;53
53;1;123;76
76;0;76;0
0;1;790;90
90;1;56;46
46;0;89;57
57;1;43;0
0;0;57;43
43;1;5;48
48;0;78;70
70;0;59;11
11;0;68;43
43;0;43;0
0;1;28;28
28;1;17;45
45;1;25;70
70;1;91;61
61;0;62;99
99;0;99;0
0;1;312;12
12;1;671;83
83;1;8;91
91;1;48;39
39;1;24;63
63;0;63;0
0;0;468;32
32;0;765;67
67;0;35;32
32;0;32;0
0;0;76;24
24;1;348;72
72;0;88;84
84;1;11;95
95;0;290;5
5;0;705;0
0;0;13;87
87;0;87;0
0;1;67;67
67;1;33;0
0;1;20;20
20;1;58;78
78;0;25;53
53;0;876;77
77;1;58;35
35;1;65;0
0;1;280;80
80;1;7;87
87;1;13;0
0;0;11;89
89;1;11;0
0;1;16;16
16;0;16;0
0;0;94;6
6;0;41;65
65;0;65;0
0;1;44;44
44;0;26;18
18;1;82;0
0;0;99;1
1;0;1;0
0;0;90;10
10;0;85;25
25;0;25;0
0;1;59;59
59;0;75;84
84;0;84;0
0;1;4;4
4;1;96;0
0;0;59;41
41;0;32;9
9;0;389;20
20;1;32;52
52;0;465;87
87;1;13;0
0;1;94;94
94;1;6;0
0;0;48;52
52;0;83;69
69;0;53;16
16;1;53;69
69;0;84;85
85;1;50;35
35;1;49;84
84;1;16;0
0;1;28;28
28;1;224;52
52;0;72;80
80;1;7;87
87;0;87;0
0;0;85;15
15;1;14;29
29;1;60;89
89;0;33;56
56;0;91;65
65;1;90;55
55;0;55;0
0;1;35;35
35;1;8;43
43;1;57;0
0;1;78;78
78;1;76;54
54;1;51;5
5;0;5;0
0;1;41;41
41;0;41;0
0;0;20;80
80;1;4;84
84;0;84;0
0;1;68;68
68;1;32;0
0;1;1;1
1;1;99;0
0;0;15;85
85;1;1;86
86;0;65;21
21;0;66;55
55;0;47;8
8;1;92;0
0;1;72;72
72;0;52;20
20;1;53;73
73;0;993;80
80;0;470;10
10;0;66;44
44;1;61;5
5;0;5;0
0;0;57;43
43;1;322;65
65;0;36;29
29;0;87;42
42;0;958;84
84;1;845;29
29;1;71;0
0;1;75;75
75;0;75;0
0;1;16;16
16;1;44;60
60;0;695;65
65;1;61;26
26;0;26;0
0;0;16;84
84;0;84;0
0;1;4;4
4;0;77;27
27;1;73;0
0;1;166;66
66;0;77;89
89;0;89;0
0;0;88;12
12;0;24;88
88;0;88;0
0;0;81;19
19;1;81;0
0;0;43;57
57;0;5;52
52;0;20;32
32;0;952;80
80;1;27;7
7;0;33;74
74;1;10;84
84;1;16;0
0;0;33;67
67;0;68;99
99;1;69;68
68;0;23;45
45;1;55;0
0;1;689;89
89;1;31;20
20;1;5;25
25;1;75;0
0;1;26;26
26;1;5;31
31;1;69;0
0;1;82;82
82;0;40;42
42;0;42;0
0;0;28;72
72;0;62;10
10;1;90;0
0;0;73;27
27;0;51;76
76;0;291;85
85;0;63;22
22;0;147;75
75;0;75;0
0;0;47;53
53;0;174;79
79;1;53;32
32;0;75;57
57;1;43;0
0;0;82;18
18;1;93;11
11;1;91;2
2;0;39;63
